#Measurement:		CV
#Sensor type:		HPK_8in_198ch_2019
#Needle measurement:	0
#Identifier:		100113_20220701
#Timestamp:		1.7.2022 10:54 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		1000.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		None
#Masked channels:		None
#Vltg. sign inversion?:	1
#VISA source:		GPIB0::24::INSTR
#VISA DMM:		GPIB0::14::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot analysis cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV_analysis.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-199--invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot on matrix cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\geo\switch_matrix.txt" -m "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\maps\Probe_card_HPK_8in_198ch_2019.txt"  --colorpalette 1
#Voltage file:		C:\Users\probe-station\Desktop\Voltage_Files\CV_300um_1to400.txt
#CV correction file:		None
#Comments:		

#Voltage	#Channel	#Cs        	#Error     	#Tot. curr.	#Act. vlt.	#Time  	#Temp	#Hum.	#Cp        	#Error      	#Impedance 	#Error     	#Phase      	#Error      	#Cs uncorr.	#Cp uncorr.
#[V]    	#       	#[pF]      	#[pF]      	#[nA]      	#[V]      	#[s]   	#[C] 	#[%] 	#[pF]      	#[pF]       	#[Ohm]     	#[Ohm]     	#[Rad]      	#[Rad]      	#[pF]      	#[pF]      
-150.0  	79      	2.301593E+2	2.003543E-2	-1.11E+2   	-149.99   	1190.60	23.5 	16.2 	1.959558E+2	2.935445E-4 	3.747113E+5	3.265476E+1	-1.175050E+0	1.000000E-5 	2.301593E+2	1.959558E+2
-150.0  	80      	2.282707E+2	3.104377E-2	-1.11E+2   	-149.99   	1191.95	23.5 	16.2 	1.937394E+2	5.331392E-4 	3.784043E+5	4.827353E+1	-1.171317E+0	2.081666E-5 	2.282707E+2	1.937394E+2
-150.0  	81      	2.330216E+2	2.274658E-3	-1.06E+2   	-149.99   	1193.26	23.5 	16.2 	1.991945E+2	3.780894E-6 	3.693630E+5	3.605551E+0	-1.179910E+0	0.000000E+0 	2.330216E+2	1.991945E+2
-150.0  	82      	2.319357E+2	2.005407E-2	-1.06E+2   	-149.99   	1195.79	23.5 	16.2 	1.980552E+2	2.041227E-4 	3.712900E+5	2.944486E+1	-1.178620E+0	1.732051E-5 	2.319357E+2	1.980552E+2
-150.0  	83      	2.304577E+2	2.788755E-2	-1.06E+2   	-149.99   	1197.10	23.5 	16.2 	1.962929E+2	3.623183E-4 	3.741470E+5	4.077990E+1	-1.175557E+0	2.886751E-5 	2.304577E+2	1.962929E+2
-150.0  	84      	2.349264E+2	2.771311E-2	-1.06E+2   	-149.99   	1198.52	23.5 	16.2 	2.015801E+2	4.792998E-4 	3.656793E+5	4.142865E+1	-1.184507E+0	1.154701E-5 	2.349264E+2	2.015801E+2
-150.0  	85      	2.270458E+2	2.954395E-2	-1.06E+2   	-149.99   	1199.80	23.5 	16.2 	1.922577E+2	5.350563E-4 	3.808830E+5	4.769696E+1	-1.168607E+0	1.154701E-5 	2.270458E+2	1.922577E+2
-150.0  	86      	2.280312E+2	2.376556E-2	-1.06E+2   	-149.99   	1200.95	23.5 	16.2 	1.934249E+2	3.339968E-4 	3.789107E+5	3.764749E+1	-1.170637E+0	1.154701E-5 	2.280312E+2	1.934249E+2
-150.0  	87      	2.275756E+2	2.524189E-2	-1.06E+2   	-149.99   	1202.17	23.5 	16.2 	1.928690E+2	4.011418E-4 	3.798360E+5	4.077990E+1	-1.169600E+0	1.000000E-5 	2.275756E+2	1.928690E+2
-150.0  	88      	2.216294E+2	2.906407E-2	-1.06E+2   	-149.99   	1203.52	23.5 	16.2 	1.857447E+2	4.428127E-4 	3.922097E+5	4.793051E+1	-1.156677E+0	2.081666E-5 	2.216294E+2	1.857447E+2
-150.0  	89      	2.247858E+2	2.508748E-2	-1.06E+2   	-149.99   	1204.84	23.5 	16.2 	1.895260E+2	5.109045E-4 	3.855417E+5	4.450094E+1	-1.163580E+0	1.000000E-5 	2.247858E+2	1.895260E+2
-150.0  	90      	2.263864E+2	2.876763E-2	-1.06E+2   	-149.99   	1206.25	23.5 	16.2 	1.914440E+2	5.467686E-4 	3.822470E+5	4.763402E+1	-1.167043E+0	5.773503E-6 	2.263864E+2	1.914440E+2
-150.0  	91      	2.227203E+2	9.773252E-4	-1.05E+2   	-149.99   	1207.59	23.5 	16.2 	1.870644E+2	1.718800E-6 	3.898653E+5	1.154701E+0	-1.159153E+0	1.154701E-5 	2.227203E+2	1.870644E+2
-150.0  	92      	2.280572E+2	2.475621E-2	-1.05E+2   	-149.99   	1210.04	23.5 	16.2 	1.934743E+2	4.023839E-4 	3.788407E+5	4.020365E+1	-1.170803E+0	5.773503E-6 	2.280572E+2	1.934743E+2
-150.0  	93      	2.296215E+2	2.077096E-2	-1.05E+2   	-149.99   	1211.38	23.5 	16.2 	1.953279E+2	2.653936E-4 	3.757523E+5	3.265476E+1	-1.174010E+0	1.000000E-5 	2.296215E+2	1.953279E+2
-150.0  	94      	2.314927E+2	2.419600E-2	-1.05E+2   	-149.99   	1212.75	23.5 	16.2 	1.975613E+2	2.849967E-4 	3.721093E+5	3.534591E+1	-1.177913E+0	2.309401E-5 	2.314927E+2	1.975613E+2
-150.0  	95      	2.311919E+2	2.729276E-2	-1.05E+2   	-149.99   	1214.17	23.5 	16.2 	1.972179E+2	3.803585E-4 	3.726753E+5	4.042689E+1	-1.177383E+0	2.309401E-5 	2.311919E+2	1.972179E+2
-150.0  	96      	2.085056E+2	3.329671E-2	-1.05E+2   	-149.99   	1215.45	23.5 	16.2 	1.694308E+2	5.656035E-4 	4.233847E+5	6.351640E+1	-1.123087E+0	2.081666E-5 	2.085056E+2	1.694308E+2
-150.0  	97      	2.330681E+2	2.370221E-2	-1.05E+2   	-149.99   	1216.61	23.5 	16.2 	1.994152E+2	3.738055E-4 	3.691217E+5	3.666515E+1	-1.181013E+0	5.773503E-6 	2.330681E+2	1.994152E+2
-150.0  	98      	2.294448E+2	2.418454E-2	-1.05E+2   	-149.99   	1217.83	23.5 	16.2 	1.951323E+2	3.851141E-4 	3.760853E+5	3.873414E+1	-1.173733E+0	5.773503E-6 	2.294448E+2	1.951323E+2
-150.0  	99      	2.350283E+2	2.803083E-2	-1.05E+2   	-149.99   	1219.10	23.5 	16.2 	2.017074E+2	5.787292E-4 	3.654847E+5	4.359281E+1	-1.184750E+0	0.000000E+0 	2.350283E+2	2.017074E+2
-150.0  	100     	2.272048E+2	3.041322E-2	-1.05E+2   	-149.99   	1220.49	23.5 	16.2 	1.924774E+2	5.700982E-4 	3.805323E+5	4.907477E+1	-1.169127E+0	1.154701E-5 	2.272048E+2	1.924774E+2
-150.0  	101     	2.251714E+2	7.766436E-4	-1.02E+2   	-149.99   	1221.89	23.5 	16.2 	1.900572E+2	2.044210E-6 	3.846727E+5	1.527525E+0	-1.164840E+0	1.000000E-5 	2.251714E+2	1.900572E+2
-150.0  	102     	2.247503E+2	2.464970E-2	-1.02E+2   	-149.99   	1224.35	23.5 	16.2 	1.895337E+2	6.240580E-4 	3.855643E+5	4.654389E+1	-1.163810E+0	2.645751E-5 	2.247503E+2	1.895337E+2
-150.0  	103     	2.276349E+2	2.414468E-2	-1.02E+2   	-149.99   	1225.77	23.5 	16.2 	1.929656E+2	3.260892E-4 	3.796913E+5	3.789899E+1	-1.169883E+0	1.527525E-5 	2.276349E+2	1.929656E+2
-150.0  	104     	2.352868E+2	2.440086E-2	-1.02E+2   	-149.99   	1227.03	23.5 	16.2 	2.020053E+2	2.948967E-4 	3.650143E+5	3.444319E+1	-1.185213E+0	2.309401E-5 	2.352868E+2	2.020053E+2
-150.0  	105     	2.225091E+2	3.169476E-2	-1.02E+2   	-149.99   	1228.41	23.5 	16.2 	1.868185E+2	6.589022E-4 	3.903070E+5	5.461685E+1	-1.158733E+0	5.773503E-6 	2.225091E+2	1.868185E+2
-150.0  	106     	2.333503E+2	2.305891E-2	-1.02E+2   	-149.99   	1229.75	23.5 	16.2 	1.997310E+2	3.685243E-4 	3.686067E+5	3.592121E+1	-1.181467E+0	5.773503E-6 	2.333503E+2	1.997310E+2
-150.0  	107     	2.267365E+2	3.069844E-2	-1.02E+2   	-149.99   	1231.11	23.5 	16.2 	1.919266E+2	4.321047E-4 	3.814713E+5	4.647939E+1	-1.168183E+0	3.214550E-5 	2.267365E+2	1.919266E+2
-150.0  	108     	2.286552E+2	2.863040E-2	-1.02E+2   	-149.99   	1232.48	23.5 	16.2 	1.942076E+2	6.123516E-4 	3.776300E+5	4.769696E+1	-1.172183E+0	5.773503E-6 	2.286552E+2	1.942076E+2
-150.0  	109     	2.297628E+2	2.670365E-2	-1.02E+2   	-149.99   	1233.83	23.5 	16.2 	1.955185E+2	5.155128E-4 	3.754537E+5	4.359281E+1	-1.174440E+0	1.000000E-5 	2.297628E+2	1.955185E+2
-150.0  	110     	2.317380E+2	2.348284E-2	-1.02E+2   	-149.99   	1235.24	23.5 	16.2 	1.978509E+2	4.220098E-4 	3.716400E+5	3.811824E+1	-1.178403E+0	5.773503E-6 	2.317380E+2	1.978509E+2
-150.0  	111     	2.102375E+2	1.530198E-3	-1.04E+2   	-149.99   	1236.54	23.5 	16.2 	1.715228E+2	2.243966E-7 	4.190580E+5	2.000000E+0	-1.127273E+0	5.773503E-6 	2.102375E+2	1.715228E+2
-150.0  	112     	2.220188E+2	2.504524E-2	-1.04E+2   	-149.99   	1239.00	23.5 	16.2 	1.862040E+2	2.361036E-4 	3.913820E+5	3.822303E+1	-1.157490E+0	3.464102E-5 	2.220188E+2	1.862040E+2
-150.0  	113     	2.345348E+2	1.968487E-2	-1.04E+2   	-149.99   	1240.39	23.5 	16.2 	2.011638E+2	2.706748E-4 	3.663630E+5	3.034798E+1	-1.184017E+0	5.773503E-6 	2.345348E+2	2.011638E+2
-150.0  	114     	2.319469E+2	2.260923E-2	-1.04E+2   	-149.99   	1241.74	23.5 	16.2 	1.980986E+2	4.101523E-4 	3.712403E+5	3.707200E+1	-1.178827E+0	5.773503E-6 	2.319469E+2	1.980986E+2
-150.0  	115     	2.301423E+2	2.890333E-2	-1.04E+2   	-149.99   	1243.08	23.5 	16.1 	1.959981E+2	6.532582E-4 	3.746847E+5	4.796179E+1	-1.175397E+0	5.773503E-6 	2.301423E+2	1.959981E+2
-150.0  	116     	2.280210E+2	2.439137E-2	-1.04E+2   	-149.99   	1244.46	23.5 	16.1 	1.934604E+2	3.536731E-4 	3.788843E+5	3.868247E+1	-1.170907E+0	1.154701E-5 	2.280210E+2	1.934604E+2
-150.0  	117     	2.268996E+2	2.652725E-2	-1.04E+2   	-149.99   	1245.88	23.5 	16.1 	1.921208E+2	3.682792E-4 	3.811413E+5	4.130779E+1	-1.168527E+0	2.081666E-5 	2.268996E+2	1.921208E+2
-150.0  	118     	2.337863E+2	2.258021E-2	-1.04E+2   	-149.99   	1247.15	23.5 	16.1 	2.002546E+2	3.384051E-4 	3.677810E+5	3.465545E+1	-1.182383E+0	5.773503E-6 	2.337863E+2	2.002546E+2
-150.0  	119     	2.245430E+2	2.429174E-2	-1.04E+2   	-149.99   	1248.52	23.5 	16.1 	1.892859E+2	3.269333E-4 	3.859947E+5	3.931073E+1	-1.163363E+0	1.527525E-5 	2.245430E+2	1.892859E+2
-150.0  	120     	2.243449E+2	2.843778E-2	-1.04E+2   	-149.99   	1249.94	23.5 	16.1 	1.890443E+2	4.873850E-4 	3.864117E+5	4.705670E+1	-1.162907E+0	1.154701E-5 	2.243449E+2	1.890443E+2
-150.0  	121     	2.325375E+2	8.251093E-4	-1.01E+2   	-149.99   	1251.22	23.5 	16.1 	1.987785E+2	2.257227E-6 	3.701340E+5	2.000000E+0	-1.179897E+0	5.773503E-6 	2.325375E+2	1.987785E+2
-150.0  	122     	2.312968E+2	1.947093E-2	-1.01E+2   	-149.99   	1253.80	23.5 	16.1 	1.973254E+2	2.909646E-4 	3.724893E+5	3.177001E+1	-1.177493E+0	5.773503E-6 	2.312968E+2	1.973254E+2
-150.0  	123     	2.258718E+2	2.902330E-2	-1.01E+2   	-149.99   	1255.05	23.5 	16.1 	1.908918E+2	5.126598E-4 	3.832353E+5	4.735328E+1	-1.166327E+0	1.154701E-5 	2.258718E+2	1.908918E+2
-150.0  	124     	2.307164E+2	2.304944E-2	-1.01E+2   	-149.99   	1256.44	23.5 	16.1 	1.966684E+2	3.498582E-4 	3.735800E+5	3.642801E+1	-1.176503E+0	5.773503E-6 	2.307164E+2	1.966684E+2
-150.0  	125     	2.325197E+2	2.223299E-2	-1.01E+2   	-149.99   	1257.79	23.5 	16.1 	1.988059E+2	3.431813E-4 	3.701227E+5	3.493327E+1	-1.180157E+0	5.773503E-6 	2.325197E+2	1.988059E+2
-150.0  	126     	2.197282E+2	2.453311E-2	-1.01E+2   	-149.99   	1259.12	23.5 	16.1 	1.834269E+2	3.635519E-4 	3.963837E+5	4.272392E+1	-1.152220E+0	1.000000E-5 	2.197282E+2	1.834269E+2
-150.0  	127     	2.198578E+2	3.170032E-2	-1.01E+2   	-149.99   	1260.50	23.5 	16.1 	1.835237E+2	4.936998E-4 	3.961623E+5	5.253887E+1	-1.152150E+0	2.645751E-5 	2.198578E+2	1.835237E+2
-150.0  	128     	2.318932E+2	2.353226E-2	-1.01E+2   	-149.99   	1261.86	23.5 	16.1 	1.980702E+2	4.249633E-4 	3.713100E+5	3.815757E+1	-1.178933E+0	5.773503E-6 	2.318932E+2	1.980702E+2
-150.0  	129     	2.316887E+2	1.353407E-1	-1.01E+2   	-149.99   	1263.15	23.5 	16.1 	1.978438E+2	1.228716E-2 	3.716863E+5	2.127542E+2	-1.178617E+0	2.886751E-5 	2.316887E+2	1.978438E+2
-150.0  	130     	2.329025E+2	1.952441E-2	-1.01E+2   	-149.99   	1264.36	23.5 	16.1 	1.992572E+2	3.455572E-4 	3.693993E+5	3.271595E+1	-1.180913E+0	1.154701E-5 	2.329025E+2	1.992572E+2
-150.0  	131     	2.353839E+2	1.039783E-3	-1.02E+2   	-149.99   	1265.78	23.5 	16.1 	2.021368E+2	2.311375E-6 	3.648203E+5	2.081666E+0	-1.185507E+0	5.773503E-6 	2.353839E+2	2.021368E+2
-150.0  	132     	2.357280E+2	3.151925E-2	-1.02E+2   	-149.99   	1268.22	23.5 	16.1 	2.025526E+2	4.581723E-4 	3.641797E+5	4.359281E+1	-1.186240E+0	3.464102E-5 	2.357280E+2	2.025526E+2
-150.0  	133     	2.338830E+2	2.075670E-2	-1.02E+2   	-149.99   	1269.48	23.5 	16.1 	2.003861E+2	3.162673E-4 	3.675843E+5	3.262412E+1	-1.182680E+0	0.000000E+0 	2.338830E+2	2.003861E+2
-150.0  	134     	2.291176E+2	3.094392E-2	-1.02E+2   	-149.99   	1270.86	23.5 	16.1 	1.947439E+2	4.862541E-4 	3.767290E+5	4.676537E+1	-1.173060E+0	2.645751E-5 	2.291176E+2	1.947439E+2
-150.0  	135     	2.262540E+2	2.894775E-2	-1.02E+2   	-149.99   	1272.08	23.5 	16.1 	1.913478E+2	4.693478E-4 	3.824550E+5	4.611941E+1	-1.167140E+0	1.732051E-5 	2.262540E+2	1.913478E+2
-150.0  	136     	2.279330E+2	3.183012E-2	-1.02E+2   	-149.99   	1273.36	23.5 	16.1 	1.933776E+2	5.644032E-4 	3.790387E+5	4.974267E+1	-1.170857E+0	2.081666E-5 	2.279330E+2	1.933776E+2
-150.0  	137     	2.338605E+2	1.967193E-2	-1.02E+2   	-149.99   	1274.72	23.5 	16.1 	2.003716E+2	2.840880E-4 	3.676153E+5	3.092464E+1	-1.182710E+0	0.000000E+0 	2.338605E+2	2.003716E+2
-150.0  	138     	2.310053E+2	2.193034E-2	-1.02E+2   	-149.99   	1276.14	23.5 	16.1 	1.970172E+2	2.988337E-4 	3.730157E+5	3.406367E+1	-1.177130E+0	1.000000E-5 	2.310053E+2	1.970172E+2
-150.0  	139     	2.309172E+2	2.984271E-2	-1.02E+2   	-149.99   	1277.56	23.5 	16.1 	1.969230E+2	4.102490E-4 	3.731760E+5	4.330127E+1	-1.177013E+0	3.214550E-5 	2.309172E+2	1.969230E+2
-150.0  	140     	2.201527E+2	2.394740E-2	-1.02E+2   	-149.99   	1278.81	23.5 	16.1 	1.839626E+2	4.004311E-4 	3.954243E+5	4.301550E+1	-1.153330E+0	0.000000E+0 	2.201527E+2	1.839626E+2
-150.0  	141     	2.222031E+2	1.219359E-3	-1.07E+2   	-149.99   	1280.00	23.5 	16.1 	1.864430E+2	3.642656E-6 	3.909687E+5	3.055050E+0	-1.158007E+0	5.773503E-6 	2.222031E+2	1.864430E+2
-150.0  	142     	2.267280E+2	2.062733E-2	-1.07E+2   	-149.99   	1282.46	23.5 	16.1 	1.918861E+2	4.116765E-4 	3.815187E+5	3.752777E+1	-1.167980E+0	1.732051E-5 	2.267280E+2	1.918861E+2
-150.0  	143     	2.017055E+2	4.130554E-2	-1.07E+2   	-149.99   	1283.86	23.5 	16.1 	1.607389E+2	7.716979E-4 	4.419477E+5	8.344060E+1	-1.103283E+0	3.214550E-5 	2.017055E+2	1.607389E+2
-150.0  	144     	2.324771E+2	2.241885E-2	-1.07E+2   	-149.99   	1285.18	23.5 	16.1 	1.987449E+2	2.518885E-4 	3.702133E+5	3.262412E+1	-1.180007E+0	2.081666E-5 	2.324771E+2	1.987449E+2
-150.0  	145     	2.327506E+2	2.617751E-2	-1.07E+2   	-149.99   	1286.54	23.5 	16.1 	1.990792E+2	5.013336E-4 	3.696850E+5	4.158125E+1	-1.180620E+0	0.000000E+0 	2.327506E+2	1.990792E+2
-150.0  	146     	2.288012E+2	2.498455E-2	-1.07E+2   	-149.99   	1287.92	23.5 	16.1 	1.943955E+2	4.691433E-4 	3.773270E+5	4.161730E+1	-1.172573E+0	5.773503E-6 	2.288012E+2	1.943955E+2
-150.0  	147     	2.286566E+2	2.626656E-2	-1.07E+2   	-149.99   	1289.28	23.5 	16.1 	1.942383E+2	4.566484E-4 	3.775990E+5	4.246175E+1	-1.172363E+0	5.773503E-6 	2.286566E+2	1.942383E+2
-150.0  	148     	2.292386E+2	2.176912E-2	-1.07E+2   	-149.99   	1290.68	23.5 	16.1 	1.949051E+2	3.784257E-4 	3.764737E+5	3.666515E+1	-1.173417E+0	5.773503E-6 	2.292386E+2	1.949051E+2
-150.0  	149     	2.349716E+2	2.179798E-2	-1.07E+2   	-149.99   	1291.99	23.5 	16.1 	2.016571E+2	3.002401E-4 	3.655743E+5	3.265476E+1	-1.184740E+0	1.000000E-5 	2.349716E+2	2.016571E+2
-150.0  	150     	2.285236E+2	2.351969E-2	-1.07E+2   	-149.99   	1293.34	23.5 	16.1 	1.940631E+2	3.622480E-4 	3.778793E+5	3.797806E+1	-1.171983E+0	5.773503E-6 	2.285236E+2	1.940631E+2
-150.0  	151     	2.315140E+2	1.600014E-3	-1.01E+2   	-149.99   	1294.67	23.5 	16.1 	1.976122E+2	2.154990E-6 	3.720443E+5	2.516611E+0	-1.178113E+0	5.773503E-6 	2.315140E+2	1.976122E+2
-150.0  	152     	2.327186E+2	2.824687E-2	-1.01E+2   	-149.99   	1297.13	23.5 	16.1 	1.990469E+2	5.836997E-4 	3.697403E+5	4.488132E+1	-1.180590E+0	0.000000E+0 	2.327186E+2	1.990469E+2
-150.0  	153     	2.241189E+2	2.042727E-2	-1.01E+2   	-149.99   	1298.50	23.5 	16.1 	1.887761E+2	2.514115E-4 	3.868810E+5	3.386739E+1	-1.162430E+0	1.000000E-5 	2.241189E+2	1.887761E+2
-150.0  	154     	1.939825E+2	3.227715E-2	-1.01E+2   	-149.99   	1299.91	23.5 	16.1 	1.503925E+2	4.734288E-4 	4.659033E+5	7.245918E+1	-1.076927E+0	2.081666E-5 	1.939825E+2	1.503925E+2
-150.0  	155     	2.205762E+2	3.175566E-2	-1.01E+2   	-149.99   	1301.21	23.5 	16.1 	1.844967E+2	5.859641E-4 	3.944723E+5	5.427093E+1	-1.154433E+0	1.527525E-5 	2.205762E+2	1.844967E+2
-150.0  	156     	2.202390E+2	1.308781E-1	-1.01E+2   	-149.99   	1302.37	23.5 	16.1 	1.840919E+2	1.106182E-2 	3.952080E+5	2.303975E+2	-1.153680E+0	2.645751E-5 	2.202390E+2	1.840919E+2
-150.0  	157     	2.332597E+2	2.542732E-2	-1.01E+2   	-149.99   	1303.57	23.5 	16.1 	1.996818E+2	3.585257E-4 	3.687237E+5	3.758102E+1	-1.181640E+0	1.732051E-5 	2.332597E+2	1.996818E+2
-150.0  	158     	2.347038E+2	2.405356E-2	-1.01E+2   	-149.99   	1304.92	23.5 	16.1 	2.013809E+2	3.514418E-4 	3.660337E+5	3.579572E+1	-1.184457E+0	1.154701E-5 	2.347038E+2	2.013809E+2
-150.0  	159     	2.369886E+2	1.260647E-1	-1.01E+2   	-149.99   	1306.24	23.5 	16.1 	2.040440E+2	1.067676E-2 	3.618800E+5	1.879335E+2	-1.188723E+0	3.214550E-5 	2.369886E+2	2.040440E+2
-150.0  	160     	2.300782E+2	1.878126E-2	-1.01E+2   	-149.99   	1307.43	23.5 	16.1 	1.959042E+2	2.868052E-4 	3.748267E+5	3.150132E+1	-1.175157E+0	5.773503E-6 	2.300782E+2	1.959042E+2
-150.0  	161     	2.374411E+2	5.891214E-4	-1.03E+2   	-149.99   	1308.85	23.5 	16.1 	2.045404E+2	2.116246E-6 	3.610960E+5	1.732051E+0	-1.189373E+0	5.773503E-6 	2.374411E+2	2.045404E+2
-150.0  	162     	2.184753E+2	2.694698E-2	-1.03E+2   	-149.99   	1311.30	23.5 	16.1 	1.819169E+2	5.465627E-4 	3.991650E+5	5.026927E+1	-1.149367E+0	5.773503E-6 	2.184753E+2	1.819169E+2
-150.0  	163     	1.998779E+2	3.245453E-2	-1.03E+2   	-149.99   	1312.65	23.5 	16.1 	1.583246E+2	6.136107E-4 	4.473357E+5	7.131853E+1	-1.097353E+0	5.773503E-6 	1.998779E+2	1.583246E+2
-150.0  	164     	2.295885E+2	2.290210E-2	-1.03E+2   	-149.99   	1313.97	23.5 	16.1 	1.953172E+2	4.173049E-4 	3.757897E+5	3.839705E+1	-1.174117E+0	5.773503E-6 	2.295885E+2	1.953172E+2
-150.0  	165     	2.305101E+2	2.578225E-2	-1.03E+2   	-149.99   	1315.36	23.5 	16.1 	1.964358E+2	3.492395E-4 	3.739683E+5	3.869539E+1	-1.176157E+0	2.081666E-5 	2.305101E+2	1.964358E+2
-150.0  	166     	2.302608E+2	2.801149E-2	-1.03E+2   	-149.99   	1316.71	23.5 	16.1 	1.961345E+2	4.630408E-4 	3.744580E+5	4.331282E+1	-1.175613E+0	1.527525E-5 	2.302608E+2	1.961345E+2
-150.0  	167     	2.323764E+2	2.280617E-2	-1.03E+2   	-149.99   	1318.06	23.5 	16.1 	1.986621E+2	2.610506E-4 	3.703707E+5	3.323151E+1	-1.180027E+0	2.081666E-5 	2.323764E+2	1.986621E+2
-150.0  	168     	2.189271E+2	3.404610E-2	-1.03E+2   	-149.99   	1319.42	23.5 	16.1 	1.824863E+2	7.261432E-4 	3.981303E+5	6.035175E+1	-1.150550E+0	1.000000E-5 	2.189271E+2	1.824863E+2
-150.0  	169     	2.227224E+2	2.940821E-2	-1.03E+2   	-149.99   	1320.85	23.5 	16.1 	1.870787E+2	4.197668E-4 	3.898487E+5	4.707795E+1	-1.159230E+0	2.645751E-5 	2.227224E+2	1.870787E+2
-150.0  	170     	2.344619E+2	3.168155E-2	-1.03E+2   	-149.99   	1322.13	23.5 	16.1 	2.010964E+2	5.717982E-4 	3.664813E+5	4.654389E+1	-1.183987E+0	2.081666E-5 	2.344619E+2	2.010964E+2
-150.0  	171     	2.325731E+2	1.727357E-3	-1.04E+2   	-149.99   	1323.49	23.5 	16.1 	1.988723E+2	4.235038E-6 	3.700183E+5	3.214550E+0	-1.180283E+0	5.773503E-6 	2.325731E+2	1.988723E+2
-150.0  	172     	2.321197E+2	2.123937E-2	-1.04E+2   	-149.99   	1325.94	23.5 	16.1 	1.983210E+2	2.067400E-4 	3.708940E+5	3.041381E+1	-1.179283E+0	2.309401E-5 	2.321197E+2	1.983210E+2
-150.0  	173     	2.311650E+2	2.589930E-2	-1.04E+2   	-149.99   	1327.35	23.5 	16.1 	1.971943E+2	4.274981E-4 	3.727193E+5	4.041452E+1	-1.177380E+0	1.000000E-5 	2.311650E+2	1.971943E+2
-150.0  	174     	2.375816E+2	2.874240E-2	-1.04E+2   	-149.99   	1328.70	23.5 	16.1 	2.047073E+2	5.025755E-4 	3.608420E+5	4.158125E+1	-1.189653E+0	1.527525E-5 	2.375816E+2	2.047073E+2
-150.0  	175     	2.295443E+2	2.775546E-2	-1.04E+2   	-149.99   	1330.02	23.5 	16.1 	1.952737E+2	4.317254E-4 	3.758677E+5	4.272392E+1	-1.174080E+0	1.732051E-5 	2.295443E+2	1.952737E+2
-150.0  	176     	2.327062E+2	2.718864E-2	-1.04E+2   	-149.99   	1331.41	23.5 	16.1 	1.990303E+2	4.382375E-4 	3.697657E+5	4.104063E+1	-1.180553E+0	1.527525E-5 	2.327062E+2	1.990303E+2
-150.0  	177     	2.361785E+2	2.962338E-2	-1.04E+2   	-149.99   	1332.76	23.5 	16.1 	2.030879E+2	4.705056E-4 	3.633523E+5	4.219400E+1	-1.187143E+0	2.309401E-5 	2.361785E+2	2.030879E+2
-150.0  	178     	2.326339E+2	2.586489E-2	-1.04E+2   	-149.99   	1334.09	23.5 	16.1 	1.989543E+2	5.318634E-4 	3.698937E+5	4.200397E+1	-1.180467E+0	5.773503E-6 	2.326339E+2	1.989543E+2
-150.0  	179     	2.204992E+2	3.176560E-2	-1.04E+2   	-149.99   	1335.47	23.5 	16.1 	1.843894E+2	5.638246E-4 	3.946560E+5	5.384236E+1	-1.154170E+0	1.732051E-5 	2.204992E+2	1.843894E+2
