#Measurement:		CV
#Sensor type:		HPK_8in_198ch_2019
#Needle measurement:	0
#Identifier:		100113_20220701
#Timestamp:		1.7.2022 10:54 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		1000.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		None
#Masked channels:		None
#Vltg. sign inversion?:	1
#VISA source:		GPIB0::24::INSTR
#VISA DMM:		GPIB0::14::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot analysis cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV_analysis.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-199--invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot on matrix cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\geo\switch_matrix.txt" -m "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\maps\Probe_card_HPK_8in_198ch_2019.txt"  --colorpalette 1
#Voltage file:		C:\Users\probe-station\Desktop\Voltage_Files\CV_300um_1to400.txt
#CV correction file:		None
#Comments:		

#Voltage	#Channel	#Cs        	#Error     	#Tot. curr.	#Act. vlt.	#Time  	#Temp	#Hum.	#Cp        	#Error      	#Impedance 	#Error     	#Phase      	#Error      	#Cs uncorr.	#Cp uncorr.
#[V]    	#       	#[pF]      	#[pF]      	#[nA]      	#[V]      	#[s]   	#[C] 	#[%] 	#[pF]      	#[pF]       	#[Ohm]     	#[Ohm]     	#[Rad]      	#[Rad]      	#[pF]      	#[pF]      
-260.0  	90      	2.165346E+2	3.040194E-2	-1.18E+2   	-260.01   	2244.14	23.5 	15.2 	1.794645E+2	5.471636E-4 	4.036800E+5	5.461685E+1	-1.144217E+0	1.527525E-5 	2.165346E+2	1.794645E+2
-260.0  	91      	2.128685E+2	2.626187E-3	-1.26E+2   	-260.01   	2245.47	23.5 	15.1 	1.749471E+2	1.663578E-6 	4.123643E+5	4.041452E+0	-1.135067E+0	5.773503E-6 	2.128685E+2	1.749471E+2
-260.0  	92      	2.179181E+2	2.325705E-2	-1.26E+2   	-260.01   	2247.91	23.5 	15.1 	1.811938E+2	4.701416E-4 	4.004717E+5	4.532475E+1	-1.147777E+0	1.527525E-5 	2.179181E+2	1.811938E+2
-260.0  	93      	2.195632E+2	2.793600E-2	-1.26E+2   	-260.01   	2249.28	23.5 	15.1 	1.832087E+2	3.461933E-4 	3.967687E+5	4.539089E+1	-1.151727E+0	2.886751E-5 	2.195632E+2	1.832087E+2
-260.0  	94      	2.214403E+2	3.473674E-2	-1.26E+2   	-260.01   	2250.71	23.5 	15.1 	1.855051E+2	6.902054E-4 	3.926303E+5	5.860319E+1	-1.156180E+0	1.732051E-5 	2.214403E+2	1.855051E+2
-260.0  	95      	2.210150E+2	2.464358E-2	-1.26E+2   	-260.01   	2252.06	23.5 	15.1 	1.850135E+2	2.721132E-4 	3.935297E+5	3.946306E+1	-1.155350E+0	2.645751E-5 	2.210150E+2	1.850135E+2
-260.0  	96      	2.037733E+2	2.575263E-2	-1.26E+2   	-260.01   	2253.36	23.5 	15.1 	1.633314E+2	5.502238E-4 	4.361960E+5	5.888973E+1	-1.109070E+0	1.732051E-5 	2.037733E+2	1.633314E+2
-260.0  	97      	2.229393E+2	2.619165E-2	-1.26E+2   	-260.01   	2254.57	23.5 	15.1 	1.873122E+2	3.868311E-4 	3.894160E+5	4.331282E+1	-1.159543E+0	1.527525E-5 	2.229393E+2	1.873122E+2
-260.0  	98      	2.193451E+2	2.981559E-2	-1.26E+2   	-260.01   	2255.99	23.5 	15.1 	1.829424E+2	6.183865E-4 	3.972547E+5	5.400309E+1	-1.151210E+0	0.000000E+0 	2.193451E+2	1.829424E+2
-260.0  	99      	2.247816E+2	2.300258E-2	-1.26E+2   	-260.01   	2257.26	23.5 	15.1 	1.895203E+2	3.592595E-4 	3.855510E+5	3.900000E+1	-1.163567E+0	5.773503E-6 	2.247816E+2	1.895203E+2
-260.0  	100     	2.171170E+2	2.520653E-2	-1.26E+2   	-260.01   	2258.63	23.5 	15.1 	1.802505E+2	3.994454E-4 	4.022583E+5	4.565450E+1	-1.146073E+0	5.773503E-6 	2.171170E+2	1.802505E+2
-260.0  	101     	2.154400E+2	1.912461E-3	-1.21E+2   	-260.01   	2260.05	23.5 	15.1 	1.781724E+2	2.501576E-6 	4.061690E+5	3.605551E+0	-1.141850E+0	0.000000E+0 	2.154400E+2	1.781724E+2
-260.0  	102     	2.150744E+2	2.509520E-2	-1.21E+2   	-260.01   	2262.49	23.5 	15.1 	1.777143E+2	5.115564E-4 	4.070377E+5	4.965212E+1	-1.140893E+0	1.154701E-5 	2.150744E+2	1.777143E+2
-260.0  	103     	2.174081E+2	2.567881E-2	-1.21E+2   	-260.01   	2263.91	23.5 	15.1 	1.805623E+2	4.773214E-4 	4.016417E+5	4.801389E+1	-1.146503E+0	5.773503E-6 	2.174081E+2	1.805623E+2
-260.0  	104     	2.248054E+2	3.012816E-2	-1.21E+2   	-260.01   	2265.18	23.5 	15.1 	1.895376E+2	5.761147E-4 	3.855130E+5	5.023943E+1	-1.163550E+0	1.000000E-5 	2.248054E+2	1.895376E+2
-260.0  	105     	2.127096E+2	2.751485E-2	-1.21E+2   	-260.01   	2266.55	23.5 	15.1 	1.747437E+2	4.481826E-4 	4.127583E+5	5.169462E+1	-1.134620E+0	1.000000E-5 	2.127096E+2	1.747437E+2
-260.0  	106     	2.233793E+2	2.619836E-2	-1.21E+2   	-260.01   	2267.97	23.5 	15.1 	1.878329E+2	4.057650E-4 	3.884927E+5	4.361575E+1	-1.160467E+0	1.154701E-5 	2.233793E+2	1.878329E+2
-260.0  	107     	2.166464E+2	2.691284E-2	-1.21E+2   	-260.01   	2269.31	23.5 	15.1 	1.796872E+2	5.176131E-4 	4.033257E+5	5.057997E+1	-1.145013E+0	5.773503E-6 	2.166464E+2	1.796872E+2
-260.0  	108     	2.185477E+2	1.325878E-1	-1.21E+2   	-260.01   	2270.61	23.5 	15.1 	1.820087E+2	1.068415E-2 	3.989983E+5	2.344063E+2	-1.149560E+0	4.358899E-5 	2.185477E+2	1.820087E+2
-260.0  	109     	2.197343E+2	3.080903E-2	-1.21E+2   	-260.01   	2271.83	23.5 	15.1 	1.834326E+2	6.139004E-4 	3.963720E+5	5.456189E+1	-1.152223E+0	5.773503E-6 	2.197343E+2	1.834326E+2
-260.0  	110     	2.217286E+2	3.081509E-2	-1.21E+2   	-260.01   	2273.18	23.5 	15.1 	1.858605E+2	6.442374E-4 	3.919997E+5	5.400309E+1	-1.156877E+0	5.773503E-6 	2.217286E+2	1.858605E+2
-260.0  	111     	2.054763E+2	9.910779E-4	-1.24E+2   	-260.01   	2274.52	23.5 	15.1 	1.654591E+2	6.369034E-7 	4.315827E+5	2.081666E+0	-1.113740E+0	0.000000E+0 	2.054763E+2	1.654591E+2
-260.0  	112     	2.150511E+2	3.076050E-2	-1.24E+2   	-260.01   	2277.11	23.5 	15.1 	1.776581E+2	4.288430E-4 	4.071240E+5	5.284884E+1	-1.140667E+0	2.886751E-5 	2.150511E+2	1.776581E+2
-260.0  	113     	2.243156E+2	2.600075E-2	-1.24E+2   	-260.01   	2278.34	23.5 	15.1 	1.890022E+2	4.224170E-4 	3.864800E+5	4.340507E+1	-1.162800E+0	1.000000E-5 	2.243156E+2	1.890022E+2
-260.0  	114     	2.217822E+2	2.734748E-2	-1.24E+2   	-260.01   	2279.75	23.5 	15.1 	1.859190E+2	4.039467E-4 	3.918907E+5	4.534681E+1	-1.156960E+0	1.732051E-5 	2.217822E+2	1.859190E+2
-260.0  	115     	2.199237E+2	2.890961E-2	-1.24E+2   	-260.01   	2281.06	23.5 	15.1 	1.836979E+2	5.831075E-4 	3.959150E+5	5.204805E+1	-1.152880E+0	0.000000E+0 	2.199237E+2	1.836979E+2
-260.0  	116     	2.180072E+2	2.617940E-2	-1.24E+2   	-260.01   	2282.42	23.5 	15.1 	1.813663E+2	4.167179E-4 	4.001993E+5	4.654389E+1	-1.148380E+0	1.000000E-5 	2.180072E+2	1.813663E+2
-260.0  	117     	2.170812E+2	2.689647E-2	-1.24E+2   	-260.01   	2283.82	23.5 	15.1 	1.801995E+2	3.446729E-4 	4.023483E+5	4.565450E+1	-1.145943E+0	2.309401E-5 	2.170812E+2	1.801995E+2
-260.0  	118     	2.238862E+2	2.587081E-2	-1.24E+2   	-260.01   	2285.24	23.5 	15.1 	1.884543E+2	4.742175E-4 	3.874123E+5	4.476978E+1	-1.161660E+0	0.000000E+0 	2.238862E+2	1.884543E+2
-260.0  	119     	2.147495E+2	2.312364E-2	-1.24E+2   	-260.01   	2286.50	23.5 	15.1 	1.772949E+2	2.964432E-4 	4.078270E+5	4.176123E+1	-1.139967E+0	1.154701E-5 	2.147495E+2	1.772949E+2
-260.0  	120     	2.145159E+2	2.847253E-2	-1.24E+2   	-260.01   	2287.88	23.5 	15.1 	1.770229E+2	4.899206E-4 	4.083623E+5	5.262446E+1	-1.139480E+0	1.000000E-5 	2.145159E+2	1.770229E+2
-260.0  	121     	2.225590E+2	1.963471E-3	-1.24E+2   	-260.01   	2289.23	23.5 	15.1 	1.868538E+2	6.315465E-7 	3.902263E+5	2.516611E+0	-1.158693E+0	5.773503E-6 	2.225590E+2	1.868538E+2
-260.0  	122     	2.211153E+2	3.252613E-2	-1.24E+2   	-260.01   	2291.74	23.5 	15.1 	1.851432E+2	5.957675E-4 	3.933027E+5	5.485739E+1	-1.155630E+0	1.732051E-5 	2.211153E+2	1.851432E+2
-260.0  	123     	2.157130E+2	1.364496E-1	-1.24E+2   	-260.01   	2292.98	23.5 	15.1 	1.785628E+2	1.121729E-2 	4.054680E+5	2.485739E+2	-1.142860E+0	4.358899E-5 	2.157130E+2	1.785628E+2
-260.0  	124     	2.206108E+2	3.273755E-2	-1.24E+2   	-260.01   	2294.18	23.5 	15.1 	1.845235E+2	8.299530E-4 	3.944127E+5	6.005275E+1	-1.154420E+0	1.000000E-5 	2.206108E+2	1.845235E+2
-260.0  	125     	2.224661E+2	3.040296E-2	-1.24E+2   	-260.01   	2295.53	23.5 	15.1 	1.867879E+2	5.589408E-4 	3.903767E+5	5.138417E+1	-1.158767E+0	1.154701E-5 	2.224661E+2	1.867879E+2
-260.0  	126     	2.128578E+2	2.262867E-2	-1.24E+2   	-260.01   	2296.93	23.5 	15.1 	1.749372E+2	2.491328E-4 	4.123863E+5	4.052571E+1	-1.135060E+0	1.732051E-5 	2.128578E+2	1.749372E+2
-260.0  	127     	2.131792E+2	1.314820E-1	-1.24E+2   	-260.01   	2298.24	23.5 	15.1 	1.753095E+2	1.031420E-2 	4.116377E+5	2.462526E+2	-1.135723E+0	4.163332E-5 	2.131792E+2	1.753095E+2
-260.0  	128     	2.217095E+2	2.478502E-2	-1.24E+2   	-260.01   	2299.46	23.5 	15.1 	1.858614E+2	2.722823E-4 	3.920157E+5	3.931073E+1	-1.156980E+0	2.645751E-5 	2.217095E+2	1.858614E+2
-260.0  	129     	2.215990E+2	2.931078E-2	-1.24E+2   	-260.01   	2300.76	23.5 	15.1 	1.857143E+2	5.804783E-4 	3.922687E+5	5.138417E+1	-1.156647E+0	5.773503E-6 	2.215990E+2	1.857143E+2
-260.0  	130     	2.226072E+2	2.889531E-2	-1.24E+2   	-260.01   	2302.12	23.5 	15.1 	1.869711E+2	5.441550E-4 	3.900617E+5	4.965212E+1	-1.159163E+0	5.773503E-6 	2.226072E+2	1.869711E+2
-260.0  	131     	2.252312E+2	1.352471E-3	-1.27E+2   	-260.01   	2303.52	23.5 	15.1 	1.900881E+2	1.302894E-6 	3.845903E+5	2.309401E+0	-1.164720E+0	0.000000E+0 	2.252312E+2	1.900881E+2
-260.0  	132     	2.256708E+2	2.671199E-2	-1.27E+2   	-260.01   	2305.96	23.5 	15.1 	1.906315E+2	4.674707E-4 	3.836677E+5	4.446722E+1	-1.165773E+0	5.773503E-6 	2.256708E+2	1.906315E+2
-260.0  	133     	2.238197E+2	2.762375E-2	-1.27E+2   	-260.01   	2307.31	23.5 	15.1 	1.884000E+2	3.191002E-4 	3.875257E+5	4.221769E+1	-1.161670E+0	3.605551E-5 	2.238197E+2	1.884000E+2
-260.0  	134     	2.191795E+2	2.563472E-2	-1.27E+2   	-260.01   	2308.66	23.5 	15.1 	1.827630E+2	3.799231E-4 	3.975997E+5	4.445597E+1	-1.150957E+0	1.154701E-5 	2.191795E+2	1.827630E+2
-260.0  	135     	2.163923E+2	3.050766E-2	-1.27E+2   	-260.01   	2310.02	23.5 	15.1 	1.793602E+2	5.048207E-4 	4.039300E+5	5.377732E+1	-1.144300E+0	1.732051E-5 	2.163923E+2	1.793602E+2
-260.0  	136     	2.178373E+2	2.901599E-2	-1.27E+2   	-260.01   	2311.44	23.5 	15.1 	1.811712E+2	4.540946E-4 	4.005710E+5	5.023943E+1	-1.148050E+0	1.732051E-5 	2.178373E+2	1.811712E+2
-260.0  	137     	2.235641E+2	2.551420E-2	-1.27E+2   	-260.01   	2312.70	23.5 	15.1 	1.881038E+2	4.832764E-4 	3.880523E+5	4.481443E+1	-1.161173E+0	5.773503E-6 	2.235641E+2	1.881038E+2
-260.0  	138     	2.208939E+2	2.632159E-2	-1.27E+2   	-260.01   	2314.09	23.5 	15.1 	1.848703E+2	4.446738E-4 	3.937900E+5	4.592385E+1	-1.155093E+0	5.773503E-6 	2.208939E+2	1.848703E+2
-260.0  	139     	2.208724E+2	2.004231E-2	-1.27E+2   	-260.01   	2315.44	23.5 	15.1 	1.848561E+2	2.673301E-4 	3.938243E+5	3.527511E+1	-1.155117E+0	5.773503E-6 	2.208724E+2	1.848561E+2
-260.0  	140     	2.136219E+2	3.055332E-2	-1.27E+2   	-260.01   	2316.83	23.5 	15.1 	1.759095E+2	4.989985E-4 	4.105090E+5	5.542563E+1	-1.137170E+0	1.732051E-5 	2.136219E+2	1.759095E+2
-260.0  	141     	2.152228E+2	1.373149E-3	-1.18E+2   	-260.01   	2318.16	23.5 	15.1 	1.778766E+2	8.126633E-7 	4.067117E+5	2.081666E+0	-1.141137E+0	5.773503E-6 	2.152228E+2	1.778766E+2
-260.0  	142     	2.190737E+2	2.650983E-2	-1.18E+2   	-260.01   	2320.62	23.5 	15.1 	1.826258E+2	4.681591E-4 	3.978450E+5	4.763402E+1	-1.150657E+0	5.773503E-6 	2.190737E+2	1.826258E+2
-260.0  	143     	1.996575E+2	2.948041E-2	-1.18E+2   	-260.01   	2322.02	23.5 	15.1 	1.579338E+2	6.828218E-4 	4.481360E+5	7.016409E+1	-1.096020E+0	1.732051E-5 	1.996575E+2	1.579338E+2
-260.0  	144     	2.222999E+2	3.044436E-2	-1.18E+2   	-260.01   	2323.44	23.5 	15.1 	1.865607E+2	6.527930E-4 	3.907603E+5	5.351947E+1	-1.158230E+0	0.000000E+0 	2.222999E+2	1.865607E+2
-260.0  	145     	2.225864E+2	3.207069E-2	-1.18E+2   	-260.01   	2324.68	23.5 	15.1 	1.869340E+2	5.421302E-4 	3.901187E+5	5.236729E+1	-1.159043E+0	2.516611E-5 	2.225864E+2	1.869340E+2
-260.0  	146     	2.188069E+2	2.583068E-2	-1.18E+2   	-260.01   	2326.08	23.5 	15.1 	1.823279E+2	3.675125E-4 	3.984127E+5	4.445597E+1	-1.150193E+0	1.527525E-5 	2.188069E+2	1.823279E+2
-260.0  	147     	2.186306E+2	2.564164E-2	-1.18E+2   	-260.01   	2327.43	23.5 	15.1 	1.821169E+2	4.562155E-4 	3.988040E+5	4.677606E+1	-1.149800E+0	0.000000E+0 	2.186306E+2	1.821169E+2
-260.0  	148     	2.191805E+2	2.882168E-2	-1.18E+2   	-260.01   	2328.72	23.5 	15.1 	1.827867E+2	4.922455E-4 	3.975730E+5	5.023943E+1	-1.151097E+0	1.527525E-5 	2.191805E+2	1.827867E+2
-260.0  	149     	2.247371E+2	2.412539E-2	-1.18E+2   	-260.01   	2330.14	23.5 	15.1 	1.894855E+2	4.327689E-4 	3.856247E+5	4.186088E+1	-1.163583E+0	5.773503E-6 	2.247371E+2	1.894855E+2
-260.0  	150     	2.183713E+2	2.851942E-2	-1.18E+2   	-260.01   	2331.43	23.5 	15.1 	1.817791E+2	5.838970E-4 	3.994113E+5	5.262446E+1	-1.149053E+0	5.773503E-6 	2.183713E+2	1.817791E+2
-260.0  	151     	2.213625E+2	2.462596E-3	-1.24E+2   	-260.01   	2332.81	23.5 	15.1 	1.854362E+2	1.686630E-6 	3.927723E+5	3.511885E+0	-1.156157E+0	5.773503E-6 	2.213625E+2	1.854362E+2
-260.0  	152     	2.225682E+2	2.419388E-2	-1.24E+2   	-260.01   	2335.22	23.5 	15.1 	1.869013E+2	3.926965E-4 	3.901687E+5	4.188476E+1	-1.158937E+0	5.773503E-6 	2.225682E+2	1.869013E+2
-260.0  	153     	2.166203E+2	2.937615E-2	-1.24E+2   	-260.01   	2336.58	23.5 	15.1 	1.796242E+2	5.280409E-4 	4.034207E+5	5.315386E+1	-1.144760E+0	1.000000E-5 	2.166203E+2	1.796242E+2
-260.0  	154     	1.920727E+2	3.252967E-2	-1.24E+2   	-260.01   	2338.00	23.5 	15.1 	1.476322E+2	8.262042E-4 	4.725707E+5	8.603100E+1	-1.068987E+0	2.309401E-5 	1.920727E+2	1.476322E+2
-260.0  	155     	2.137429E+2	2.594512E-2	-1.24E+2   	-260.01   	2339.30	23.5 	15.1 	1.760716E+2	3.628743E-4 	4.102037E+5	4.707795E+1	-1.137553E+0	1.527525E-5 	2.137429E+2	1.760716E+2
-260.0  	156     	2.133682E+2	2.724046E-2	-1.24E+2   	-260.01   	2340.70	23.5 	15.1 	1.755676E+2	4.611362E-4 	4.111527E+5	5.139390E+1	-1.136353E+0	5.773503E-6 	2.133682E+2	1.755676E+2
-260.0  	157     	2.230085E+2	3.059949E-2	-1.24E+2   	-260.01   	2342.13	23.5 	15.1 	1.874411E+2	5.665961E-4 	3.892217E+5	5.139390E+1	-1.159977E+0	1.527525E-5 	2.230085E+2	1.874411E+2
-260.0  	158     	2.244604E+2	3.029236E-2	-1.24E+2   	-260.01   	2343.38	23.5 	15.1 	1.891852E+2	4.736723E-4 	3.861683E+5	4.827353E+1	-1.163173E+0	2.309401E-5 	2.244604E+2	1.891852E+2
-260.0  	159     	2.268717E+2	2.625727E-2	-1.24E+2   	-260.01   	2344.78	23.5 	15.1 	1.920481E+2	5.368737E-4 	3.812370E+5	4.503332E+1	-1.168227E+0	1.154701E-5 	2.268717E+2	1.920481E+2
-260.0  	160     	2.199417E+2	2.911507E-2	-1.24E+2   	-260.01   	2346.21	23.5 	15.1 	1.836950E+2	4.618454E-4 	3.959020E+5	4.936598E+1	-1.152770E+0	1.732051E-5 	2.199417E+2	1.836950E+2
-260.0  	161     	2.271043E+2	5.964172E-4	-1.24E+2   	-260.01   	2347.47	23.5 	15.1 	1.923111E+2	2.550692E-7 	3.807810E+5	1.000000E+0	-1.168630E+0	0.000000E+0 	2.271043E+2	1.923111E+2
-260.0  	162     	2.110760E+2	3.215932E-2	-1.24E+2   	-260.01   	2349.92	23.5 	15.1 	1.726906E+2	5.328537E-4 	4.168083E+5	5.960145E+1	-1.130237E+0	2.081666E-5 	2.110760E+2	1.726906E+2
-260.0  	163     	1.978475E+2	3.659252E-2	-1.24E+2   	-260.01   	2351.28	23.5 	15.1 	1.555186E+2	8.542278E-4 	4.536633E+5	8.458329E+1	-1.089933E+0	5.773503E-6 	1.978475E+2	1.555186E+2
-260.0  	164     	2.193985E+2	2.850586E-2	-1.24E+2   	-260.01   	2352.71	23.5 	15.1 	1.830185E+2	5.215799E-4 	3.971237E+5	5.057997E+1	-1.151403E+0	5.773503E-6 	2.193985E+2	1.830185E+2
-260.0  	165     	2.204125E+2	2.928649E-2	-1.24E+2   	-260.01   	2353.99	23.5 	15.1 	1.842744E+2	6.710912E-4 	3.948567E+5	5.398457E+1	-1.153910E+0	1.000000E-5 	2.204125E+2	1.842744E+2
-260.0  	166     	2.201752E+2	3.167311E-2	-1.24E+2   	-260.01   	2355.35	23.5 	15.1 	1.839825E+2	6.043051E-4 	3.953827E+5	5.485739E+1	-1.153337E+0	1.154701E-5 	2.201752E+2	1.839825E+2
-260.0  	167     	2.222265E+2	2.874808E-2	-1.24E+2   	-260.01   	2356.78	23.5 	15.1 	1.865105E+2	5.175095E-4 	3.908773E+5	4.911551E+1	-1.158300E+0	1.000000E-5 	2.222265E+2	1.865105E+2
-260.0  	168     	2.121345E+2	2.954220E-2	-1.24E+2   	-260.01   	2358.12	23.5 	15.1 	1.740522E+2	4.785005E-4 	4.141377E+5	5.485739E+1	-1.133273E+0	1.527525E-5 	2.121345E+2	1.740522E+2
-260.0  	169     	2.160452E+2	2.208077E-2	-1.24E+2   	-260.01   	2359.43	23.5 	15.1 	1.788912E+2	3.695903E-4 	4.047840E+5	4.243819E+1	-1.143187E+0	5.773503E-6 	2.160452E+2	1.788912E+2
-260.0  	170     	2.242055E+2	3.391944E-2	-1.24E+2   	-260.01   	2360.83	23.5 	15.1 	1.888828E+2	7.902353E-4 	3.866970E+5	5.802586E+1	-1.162637E+0	5.773503E-6 	2.242055E+2	1.888828E+2
-260.0  	171     	2.224094E+2	1.121067E-3	-1.25E+2   	-260.01   	2362.25	23.5 	15.1 	1.867076E+2	6.254581E-7 	3.905103E+5	1.527525E+0	-1.158567E+0	5.773503E-6 	2.224094E+2	1.867076E+2
-260.0  	172     	2.220677E+2	2.505026E-2	-1.25E+2   	-260.01   	2364.69	23.5 	15.1 	1.862853E+2	3.659195E-4 	3.912533E+5	4.215843E+1	-1.157737E+0	1.154701E-5 	2.220677E+2	1.862853E+2
-260.0  	173     	2.210976E+2	2.630688E-2	-1.25E+2   	-260.01   	2365.94	23.5 	15.1 	1.850984E+2	3.513881E-4 	3.933660E+5	4.331282E+1	-1.155447E+0	2.081666E-5 	2.210976E+2	1.850984E+2
-260.0  	174     	2.273269E+2	2.981424E-2	-1.25E+2   	-260.01   	2367.35	23.5 	15.1 	1.925824E+2	6.865314E-4 	3.803263E+5	5.081666E+1	-1.169137E+0	5.773503E-6 	2.273269E+2	1.925824E+2
-260.0  	175     	2.194619E+2	2.519835E-2	-1.25E+2   	-260.01   	2368.70	23.5 	15.1 	1.831046E+2	4.216821E-4 	3.969730E+5	4.504442E+1	-1.151607E+0	5.773503E-6 	2.194619E+2	1.831046E+2
-260.0  	176     	2.225392E+2	2.189253E-2	-1.25E+2   	-260.01   	2370.01	23.5 	15.1 	1.868558E+2	3.733482E-4 	3.902417E+5	3.937427E+1	-1.158807E+0	5.773503E-6 	2.225392E+2	1.868558E+2
-260.0  	177     	2.259517E+2	3.038789E-2	-1.25E+2   	-260.01   	2371.41	23.5 	15.1 	1.909478E+2	5.019440E-4 	3.831113E+5	4.823208E+1	-1.166257E+0	2.081666E-5 	2.259517E+2	1.909478E+2
-260.0  	178     	2.225226E+2	2.698257E-2	-1.25E+2   	-260.01   	2372.83	23.5 	15.1 	1.868576E+2	4.104641E-4 	3.902543E+5	4.481443E+1	-1.158903E+0	1.527525E-5 	2.225226E+2	1.868576E+2
-260.0  	179     	2.139416E+2	2.752713E-2	-1.25E+2   	-260.01   	2374.10	23.5 	15.1 	1.762896E+2	4.327253E-4 	4.097597E+5	5.054041E+1	-1.137887E+0	1.154701E-5 	2.139416E+2	1.762896E+2
-260.0  	180     	2.170398E+2	2.990751E-2	-1.25E+2   	-260.01   	2375.47	23.5 	15.1 	1.801369E+2	4.840663E-4 	4.024567E+5	5.230997E+1	-1.145770E+0	1.732051E-5 	2.170398E+2	1.801369E+2
-260.0  	181     	2.230476E+2	1.193243E-3	-1.24E+2   	-260.01   	2376.89	23.5 	15.1 	1.875088E+2	1.006250E-6 	3.891173E+5	2.081666E+0	-1.160190E+0	0.000000E+0 	2.230476E+2	1.875088E+2
-260.0  	182     	2.289393E+2	1.175467E-2	-1.24E+2   	-260.01   	2379.33	23.5 	15.1 	1.900114E+2	9.047074E-4 	3.815400E+5	3.122499E+1	-1.145760E+0	1.868154E-4 	2.289393E+2	1.900114E+2
-260.0  	183     	2.276056E+2	2.861664E-2	-1.24E+2   	-260.01   	2380.75	23.5 	15.1 	1.929620E+2	6.121341E-4 	3.797193E+5	4.821134E+1	-1.170013E+0	5.773503E-6 	2.276056E+2	1.929620E+2
-260.0  	184     	2.214763E+2	2.232943E-2	-1.24E+2   	-260.01   	2382.11	23.5 	15.1 	1.855849E+2	4.241758E-4 	3.925140E+5	4.156922E+1	-1.156483E+0	1.154701E-5 	2.214763E+2	1.855849E+2
-260.0  	185     	2.243756E+2	1.299497E-1	-1.24E+2   	-260.01   	2383.39	23.5 	15.1 	1.890860E+2	1.088498E-2 	3.863427E+5	2.185322E+2	-1.163003E+0	3.214550E-5 	2.243756E+2	1.890860E+2
-260.0  	186     	2.226974E+2	2.746029E-2	-1.24E+2   	-260.01   	2384.61	23.5 	15.1 	1.870555E+2	6.458588E-4 	3.898947E+5	5.052062E+1	-1.159217E+0	1.527525E-5 	2.226974E+2	1.870555E+2
-260.0  	187     	2.249419E+2	2.831461E-2	-1.24E+2   	-260.01   	2386.03	23.5 	15.1 	1.897460E+2	4.448791E-4 	3.851843E+5	4.562163E+1	-1.164120E+0	2.000000E-5 	2.249419E+2	1.897460E+2
-260.0  	188     	2.210213E+2	1.355147E-1	-1.24E+2   	-260.01   	2387.28	23.5 	15.1 	1.850661E+2	1.287840E-2 	3.934683E+5	2.413407E+2	-1.155640E+0	1.000000E-5 	2.210213E+2	1.850661E+2
-260.0  	189     	2.165389E+2	3.302989E-2	-1.24E+2   	-260.01   	2388.48	23.5 	15.1 	1.795214E+2	6.287688E-4 	4.036120E+5	5.896609E+1	-1.144543E+0	1.527525E-5 	2.165389E+2	1.795214E+2
-260.0  	190     	2.066623E+2	2.856542E-2	-1.24E+2   	-260.01   	2389.89	23.5 	15.1 	1.670864E+2	5.333848E-4 	4.282417E+5	5.919741E+1	-1.117860E+0	0.000000E+0 	2.066623E+2	1.670864E+2
